序号    基金名称    基金代码    单位净值    累计净值    日增长率    日增长值
742    鹏华丰盛稳固收益    206008    1.1190    1.2750    -1.58%    -0.0180
743    鹏华丰收债券基金    160612    1.1150    1.5420    0.09%    0.0010
744    鹏华丰泽分级债券    160618    1.0150    1.3800    -1.07%    -0.0110
745    鹏华国有企业债    000007    1.1910    1.2000    -0.75%    -0.0090
746    鹏华沪深300    160615    1.5240    1.5840    -3.54%    -0.0560
747    鹏华环保产业股票    000409    1.6480    1.6480    -5.83%    -0.1020
748    鹏华价值精选股票    206012    1.4210    1.4210    -4.25%    -0.0630
749    鹏华价值优势股票    160607    1.1650    3.8250    -4.90%    -0.0600
750    鹏华金刚保本混合    206013    1.3980    1.3980    -0.29%    -0.0040
751    鹏华精选成长股票    206002    1.7100    1.7100    -4.15%    -0.0740
752    鹏华品牌传承灵活    000431    1.0670    1.1490    0.00%    0.0000
753    鹏华普天收益基金    160603    1.3380    3.7840    -4.77%    -0.0670
754    鹏华普天债券A    160602    1.2440    1.7580    -0.64%    -0.0080
755    鹏华普天债券B    160608    1.2260    1.6900    -0.57%    -0.0070
756    鹏华上证民企50ETF联接    206005    1.6500    1.6500    -3.79%    -0.0650
757    鹏华深证民营ETF    159911    5.2941    1.6041    -4.03%    -0.2224
758    鹏华深证民营ETF联接    206010    1.5733    1.5733    -3.83%    -0.0626
759    鹏华盛世创新股票    160613    1.8740    2.2710    -5.59%    -0.1110
760    鹏华双债保利债券    000338    1.0700    1.1420    0.00%    0.0000
761    鹏华双债增利债券    000054    1.1560    1.1560    -0.60%    -0.0070
762    鹏华消费领先灵活    160624    1.7410    1.6180    -7.06%    -0.1323
763    鹏华消费优选股票    206007    2.1180    2.1180    -3.60%    -0.0790
764    鹏华新兴产业股票    206009    2.1200    2.3300    -5.65%    -0.1270
765    鹏华信用增利A类    206003    1.2290    1.2590    -0.65%    -0.0080
766    鹏华信用增利B类    206004    1.2110    1.2410    -0.66%    -0.0080
767    鹏华行业成长基金    206001    1.1951    5.0263    -0.02%    -0.0002
768    鹏华医疗保健股票    000780    1.4780    1.4780    -6.46%    -0.1020
769    鹏华优质治理股票    160611    1.1470    1.2470    -3.13%    -0.0370
770    鹏华中国50基金    160605    1.5150    3.8850    -5.67%    -0.0910
771    鹏华中证500    160616    1.5780    1.5780    -7.07%    -0.1200
772    平安大华保本混合    700004    1.3320    1.3320    -2.49%    -0.0340
773    平安大华策略先锋    700003    1.8060    1.9060    -5.79%    -0.1110
774    平安大华深证300    700002    1.8340    1.9140    -5.37%    -0.1040
775    平安大华添利A类    700005    1.3460    1.3460    -0.59%    -0.0080
776    平安大华添利C类    700006    1.3310    1.3310    -0.60%    -0.0080
777    平安大华行业先锋    700001    1.7260    2.0060    -5.63%    -0.1030
778    浦银安盛成长价值    519110    2.3970    2.4670    -6.26%    -0.1600
779    浦银安盛红利精选    519115    1.7150    1.7150    -7.40%    -0.1370
780    浦银安盛沪深300    519116    1.3100    1.3100    -3.11%    -0.0420
781    浦银安盛消费升级灵活    519125    1.6470    1.6470    -7.73%    -0.1380
782    浦银安盛新经济结构灵活    519126    1.6310    1.6310    -6.85%    -0.1200
783    浦银安盛优化收益A类    519111    1.4630    1.4730    -0.88%    -0.0130
784    浦银安盛优化收益C类    519112    1.4290    1.4390    -0.83%    -0.0120
785    浦银安盛战略新兴产业    519120    2.4910    2.4910    -0.12%    -0.0030
786    浦银安盛中证锐联基本面400    519117    1.8890    1.8890    -6.81%    -0.1380
787    浦银精致生活灵活型    519113    1.8110    1.8710    -0.22%    -0.0040
788    前海开源大海洋战略经济灵活    000690    1.4900    1.4900    -7.28%    -0.1170
789    前海开源沪深300    000656    1.7870    1.7870    -0.17%    -0.0030
790    前海开源可转债型发起式    000536    1.2020    1.2020    -4.68%    -0.0590
791    前海开源事件驱动灵活    000423    1.0630    1.0630    -0.09%    -0.0010
792    前海开源新经济灵活    000689    1.5390    1.5390    -7.18%    -0.1190
793    前海开源中证军工    000596    2.1440    2.1440    -7.75%    -0.1800
794    融通创业板增强型    161613    1.9030    2.5130    -4.32%    -0.0860
795    融通动力先锋股票    161609    1.8050    2.3500    -8.14%    -0.1600
796    融通巨潮100    161607    1.1970    2.7110    -2.21%    -0.0270
797    融通蓝筹成长基金    161605    1.3120    2.9450    -3.95%    -0.0540
798    融通领先成长股票    161610    1.3580    3.8700    -7.11%    -0.1040
799    融通内需驱动股票    161611    1.2070    1.3270    -7.15%    -0.0930
800    融通深证100    161604    1.5090    2.8720    -4.55%    -0.0720
801    融通深证成份指数    161612    1.0210    1.0210    -5.72%    -0.0620
802    融通通泰保本混合    000142    1.2010    1.2010    -0.08%    -0.0010
803    融通通泽灵活配置    000278    0.9690    1.0490    -0.10%    -0.0010
804    融通新蓝筹基金    161601    1.2003    3.4953    -5.51%    -0.0700
805    融通行业景气基金    161606    1.0810    3.0210    -5.59%    -0.0640
806    融通医疗保健行业    161616    1.6100    1.9740    -6.23%    -0.1070
807    融通债券A/B    161603    1.1480    1.7020    0.00%    0.0000
808    融通债券基金C    161693    1.1400    1.6870    0.00%    0.0000
809    上投摩根阿尔法    377010    3.8342    5.7542    -6.25%    -0.2558
810    上投摩根成长动力    000073    1.5080    1.5080    -6.16%    -0.0990
811    上投摩根成长先锋    378010    1.5590    2.4280    -6.42%    -0.1070
812    上投摩根纯债丰利A    000839    1.0310    1.0310    -0.10%    -0.0010
813    上投摩根纯债丰利C    000840    1.0290    1.0290    -0.10%    -0.0010
814    上投摩根纯债A类    371020    1.3350    1.3350    -0.15%    -0.0020
815    上投摩根纯债B类    371120    1.3020    1.3020    -0.15%    -0.0020
816    上投摩根大盘蓝筹    376510    1.5550    1.5550    -2.99%    -0.0480
817    上投摩根分红添利A    370021    1.1520    1.2900    -0.43%    -0.0050
818    上投摩根分红添利B    370022    1.1500    1.2750    -0.35%    -0.0040
819    上投摩根核心成长    000457    1.7510    1.7510    -3.79%    -0.0690
820    上投摩根核心优选    370024    2.7600    2.7600    -6.76%    -0.2000
821    上投摩根红利回报    000256    1.0890    1.2530    0.00%    0.0000
822    上投摩根健康品质生活    377150    2.2600    2.2600    -5.44%    -0.1300
823    上投摩根轮动添利A    370025    1.0770    1.1100    -0.28%    -0.0030
824    上投摩根轮动添利C    370026    1.0710    1.0980    -0.28%    -0.0030
825    上投摩根民生需求    000524    1.9730    1.9730    -4.36%    -0.0900
826    上投摩根内需动力    377020    1.5204    1.8685    -4.41%    -0.0701
827    上投摩根强化回报A类    372010    1.3280    1.3780    -0.75%    -0.0100
828    上投摩根强化回报B类    372110    1.3080    1.3550    -0.68%    -0.0090
829    上投摩根双核平衡    373020    1.8723    2.1132    -3.45%    -0.0669
830    上投摩根双息平衡    373010    1.1189    3.0191    -5.45%    -0.0645
831    上投摩根天颐年丰    000125    1.0850    1.2490    0.00%    0.0000
832    上投摩根新兴动力    377240    2.4500    2.4500    -4.30%    -0.1100
833    上投摩根行业轮动    377530    2.0850    2.0850    -6.88%    -0.1540
834    上投摩根智选30    370027    1.7190    1.7190    -4.18%    -0.0750
835    上投摩根中国优势    375010    2.6663    5.7363    -5.63%    -0.1591
836    上投摩根中小盘    379010    2.3050    2.3450    -5.92%    -0.1450
837    上投摩根中证消费服务领先    370023    1.4990    1.6790    -3.23%    -0.0500
838    上投摩根转型动力灵活    000328    1.6480    1.6480    -5.83%    -0.1020
839    申万菱信沪深300价值    310398    1.3336    1.3336    -2.43%    -0.0332
840    申万菱信竞争优势    310368    1.7669    2.2369    -5.61%    -0.1050
841    申万菱信可转换    310518    1.7660    1.9160    -2.91%    -0.0530
842    申万菱信量化小盘(LOF)    163110    2.1700    2.1700    -6.18%    -0.1430
843    申万菱信深成指分级    163109    0.7663    0.8929    -5.83%    -0.0474
844    申万菱信盛利精选    310308    1.3300    3.1269    -3.77%    -0.0521
845    申万菱信盛利强化    310318    2.1175    2.9100    -3.17%    -0.0693
846    申万菱信添益宝A类    310378    1.1500    1.4250    -0.43%    -0.0050
847    申万菱信添益宝B类    310379    1.1560    1.4060    -0.43%    -0.0050
848    申万菱信稳益宝    310508    1.2930    1.4390    -1.15%    -0.0150
849    申万菱信消费增长    310388    1.6190    1.7170    -3.97%    -0.0670
850    申万菱信新动力    310328    1.0424    3.2030    -5.93%    -0.0657
851    申万菱信新经济    310358    1.0485    2.3804    -5.17%    -0.0572
852    申万菱信证券分级    163113    0.9313    2.0544    -0.46%    -0.0043
853    申万菱信中小板分级    163111    0.7167    1.9152    -5.64%    -0.0428
854    申万菱信中证环保产业分级    163114    0.7528    1.7459    -7.30%    -0.0593
855    申万菱信中证军工分级    163115    0.8235    1.8392    -7.91%    -0.0707
856    泰达宏利风险预算    162205    1.2681    2.8931    0.02%    0.0002
857    泰达宏利合丰成长    162201    1.6817    3.8767    -5.82%    -0.1039
858    泰达宏利合丰稳定    162203    1.1979    3.1379    -5.02%    -0.0633
859    泰达宏利合丰周期    162202    1.3349    3.3799    -5.80%    -0.0822
860    泰达宏利红利先锋    162212    1.8130    2.0520    -5.38%    -0.1030
861    泰达宏利集利A类    162210    1.4479    1.5929    -0.19%    -0.0028
862    泰达宏利集利C类    162299    1.4006    1.5466    -0.20%    -0.0028
863    泰达宏利领先中小盘    162214    1.3090    1.3090    -7.82%    -0.1110
864    泰达宏利逆向股票    229002    2.1780    2.1780    -5.55%    -0.1280
865    泰达宏利品质生活    162211    1.3230    1.7830    -5.63%    -0.0790
866    泰达宏利市值优选    162209    1.0430    1.0430    -7.62%    -0.0860
867    泰达宏利首选企业    162208    1.9109    2.2309    -7.16%    -0.1474
868    泰达宏利效率优选    162207    1.4351    3.4517    -3.16%    -0.0469
869    泰达宏利行业精选    162204    4.4398    6.2448    -4.84%    -0.2258
870    泰达宏利中证500分级    162216    1.0103    2.1120    -7.15%    -0.0778
871    泰达宏利中证财富大盘    162213    1.7325    1.7525    -2.12%    -0.0376
872    泰达宏利转型机遇    000828    1.0640    1.2840    -5.67%    -0.0640
873    泰达信用合利A类    000026    1.1850    1.2750    0.00%    0.0000
874    泰达信用合利B类    000027    1.1880    1.2680    0.00%    0.0000
875    泰信保本混合基金    290012    1.2700    1.3000    -0.24%    -0.0030
876    泰信发展主题股票    290008    1.6090    1.7490    -8.11%    -0.1420
877    泰信蓝筹精选股票    290006    1.6256    2.0506    -7.61%    -0.1339
878    泰信双息双利债券    290003    1.1063    1.4026    -0.10%    -0.0011
879    泰信先行策略基金    290002    0.9220    3.0844    -5.57%    -0.0544
880    泰信现代服务业    290014    1.8620    1.9220    -6.71%    -0.1340
881    泰信优势灵活配置    290005    1.8850    2.3950    -5.13%    -0.1020
882    泰信优质生活股票    290004    1.5385    2.1385    -6.11%    -0.1001
883    泰信增强收益A类    290007    1.1094    1.2854    0.00%    0.0000
884    泰信增强收益B类    291007    1.0995    1.2615    -0.01%    -0.0001
885    泰信中小盘精选    290011    2.1990    2.3240    -7.33%    -0.1740
886    泰信中证200    290010    1.2640    1.2840    -5.53%    -0.0740
887    泰信中证锐联基本面400分级    162907    1.0040    2.1070    -14.09%    -0.1520
888    泰信中证锐联基本面400分级A    150094    1.0140    1.1820    0.00%    0.0000
889    泰信中证锐联基本面400分级B    150095    0.9940    3.0110    0.00%    0.0000
890    天弘安康养老混合    420009    1.3200    1.3200    -1.20%    -0.0160
891    天弘精选混合基金    420001    0.7923    2.1819    -5.88%    -0.0495
892    天弘深证成份指数    164205    1.0730    1.2480    -0.09%    -0.0010
893    天弘添利分级A类    164207    1.0020    1.1990    0.00%    0.0000
894    天弘通利混合基金    000573    1.0530    1.1220    -0.09%    -0.0010
895    天弘永定价值成长    420003    1.6588    1.9938    -6.26%    -0.1108
896    天弘永利债券A    420002    1.0983    1.3969    -0.23%    -0.0025
897    天弘永利债券B    420102    1.0988    1.4286    -0.24%    -0.0026
898    天弘周期策略股票    420005    1.4670    1.8380    -6.14%    -0.0960
899    天治财富增长基金    350001    1.3584    2.9037    -4.14%    -0.0587
900    天治成长精选股票    350008    1.9820    1.9820    -5.44%    -0.1140
901    天治创新先锋股票    350005    1.9933    1.9933    -4.42%    -0.0921
902    天治核心成长基金    163503    0.8959    2.7737    -5.73%    -0.0545
903    天治可转债A级    000080    1.6020    1.6020    -2.61%    -0.0430
904    天治可转债C级    000081    1.5930    1.5930    -2.57%    -0.0420
905    天治品质优选基金    350002    1.1374    3.6624    -4.20%    -0.0499
906    天治趋势精选灵活    350007    1.0390    1.0390    -0.10%    -0.0010
907    天治稳定收益债券    350009    1.0740    1.2430    -0.74%    -0.0080
908    天治稳健双盈债券    350006    1.6510    1.6910    -0.78%    -0.0129
909    万家180指数    519180    0.9400    3.2800    -3.17%    -0.0308
910    万家公用事业行业    161903    0.8322    2.2525    -5.81%    -0.0513
911    万家和谐增长混合    519181    0.8143    1.6982    -3.39%    -0.0286
912    万家精选股票基金    519185    1.6152    1.6952    -6.68%    -0.1156
913    万家双引擎灵活    519183    1.2975    1.9875    0.01%    0.0001
914    万家稳健增利A类    519186    1.2512    1.4512    -0.15%    -0.0019
915    万家稳健增利C类    519187    1.2457    1.4257    -0.15%    -0.0019
916    万家信用恒利A    519188    1.1808    1.1808    0.05%    0.0006
917    万家信用恒利C    519189    1.1644    1.1644    0.05%    0.0006
918    万家增强收益债券    161902    1.2682    2.0964    -0.44%    -0.0056
919    万家中证创业成长分级    161910    0.7558    1.8740    -3.66%    -0.0287
920    万家中证创业成长分级A    150090    1.0070    1.1883    0.02%    0.0002
921    万家中证创业成长分级B    150091    0.5046    2.5597    -10.25%    -0.0576
922    万家中证红利(LOF)    161907    1.6025    1.6025    -5.71%    -0.0970
923    新华泛资源优势灵活    519091    1.7620    1.7620    -5.78%    -0.1080
924    新华灵活主题股票    519099    1.9220    1.9220    -0.31%    -0.0060
925    新华趋势领航股票    519158    2.1330    2.1330    -7.30%    -0.1680
926    新华鑫利灵活配置    519165    1.5690    1.5690    -7.38%    -0.1250
927    新华信用增益A类    519162    1.2300    1.2300    0.00%    0.0000
928    新华信用增益C类    519163    1.2230    1.2230    0.00%    0.0000
929    新华行业轮换灵活    519156    1.1230    2.0670    -0.09%    -0.0010
930    新华行业周期轮换    519095    2.3080    3.2080    -11.84%    -0.3100
931    新华一路财富灵活    000584    1.8050    1.8050    -7.01%    -0.1360
932    新华优选成长股票    519089    1.4921    2.5521    -7.88%    -0.1277
933    新华优选分红基金    519087    0.9334    3.6985    -4.19%    -0.0408
934    新华优选消费股票    519150    2.0430    2.4030    -7.68%    -0.1700
935    新华中小市值优选    519097    2.2030    2.2030    -5.49%    -0.1280
936    新华钻石品质企业    519093    2.0820    2.0820    -4.14%    -0.0900
937    信诚沪深300分级    165515    0.8850    1.5100    -3.38%    -0.0310
938    信诚经典优债A类    550006    1.1020    1.3100    -0.90%    -0.0100
939    信诚经典优债B类    550007    1.1010    1.2800    -0.99%    -0.0110
940    信诚精萃成长股票    550002    0.8819    2.8428    -7.30%    -0.0694
941    信诚三得益A类    550004    1.2290    1.4120    -2.07%    -0.0260
942    信诚三得益B类    550005    1.2190    1.3770    -2.01%    -0.0250
943    信诚深度价值股票    165508    1.8640    1.8640    -7.13%    -0.1430
944    信诚盛世蓝筹股票    550003    2.4860    2.8560    -6.79%    -0.1810
945    信诚双盈分级债券    165517    1.0550    1.0550    -0.94%    -0.0100
946    信诚四季红混合    550001    1.1365    2.5419    -9.41%    -0.1272
947    信诚添金分级债券    550017    1.1360    1.3100    -1.56%    -0.0180
948    信诚添金分级季季添金    550015    1.0020    1.1170    0.00%    0.0000
949    信诚添金分级岁岁添金    550016    1.3970    1.6870    -3.59%    -0.0520
950    信诚新机遇(LOF)    165512    2.1830    2.1830    -6.63%    -0.1550
951    信诚新兴产业股票    000209    1.9780    1.9780    -7.40%    -0.1580
952    信诚幸福消费股票    000551    1.8390    1.8390    -6.93%    -0.1370
953    信诚优胜精选股票    550008    1.7760    1.7760    -7.55%    -0.1450
954    信诚优质纯债A类    550018    1.2520    1.2620    -0.32%    -0.0040
955    信诚优质纯债B类    550019    1.2390    1.2490    -0.32%    -0.0040
956    信诚中小盘股票    550009    1.8010    1.9310    -7.26%    -0.1410
957    信诚中证500分级份额    165511    0.7230    1.8560    -6.35%    -0.0490
958    信诚周期轮动(LOF)    165516    2.5790    2.5790    -7.13%    -0.1980
959    信达澳银产业升级    610006    2.0660    2.0660    -6.52%    -0.1440
960    信达澳银红利回报    610005    1.3140    1.3840    -3.45%    -0.0470
961    信达澳银精华灵活    610002    1.7460    2.1660    -2.84%    -0.0510
962    信达澳银领先增长    610001    1.4901    1.8201    -6.69%    -0.1068
963    信达澳银稳定价值A类    610003    1.5360    1.5360    -0.19%    -0.0030
964    信达澳银稳定价值B类    610103    1.4940    1.4940    -0.20%    -0.0030
965    信达澳银稳定增利分级    166105    0.9770    1.1260    -1.21%    -0.0120
966    信达澳银消费优选    610007    2.0090    2.0090    -7.59%    -0.1650
967    信达澳银信用债A类    610008    1.1520    1.1520    -1.12%    -0.0130
968    信达澳银信用债C类    610108    1.1390    1.1390    -1.13%    -0.0130
969    信达澳银中小盘    610004    1.2330    1.2330    -6.24%    -0.0820
970    兴业全球保本混合    163411    1.1757    1.3647    -1.42%    -0.0169
971    兴业全球合润分级之A份额    150016    1.9630    1.9630    -4.28%    -0.0878
972    兴业全球沪深300    163407    1.4657    1.4657    -3.34%    -0.0506
973    兴业全球可转债    340001    1.1927    3.5477    -2.65%    -0.0325
974    兴业全球绿色投资(LOF)    163409    2.2770    2.2770    -6.30%    -0.1530
975    兴业全球磐稳增利    340009    1.2534    1.4794    -0.01%    -0.0001
976    兴业全球轻资产投资(LOF)    163412    2.1610    3.2250    -4.30%    -0.0970
977    兴业全球趋势混合    163402    1.4937    8.2344    -3.04%    -0.0469
978    兴业全球商业模式优选(LOF)    163415    2.0640    2.0640    -4.53%    -0.0980
979    兴业全球社会责任    340007    2.6710    2.8610    -4.61%    -0.1290
980    兴业全球视野股票    340006    2.3286    4.5946    -4.20%    -0.1022
981    兴业全球有机灵活    340008    2.4965    2.4965    -4.57%    -0.1195
982    易方达50指数    110003    1.1162    2.9662    -1.03%    -0.0116
983    易方达安心回报A类    110027    1.7040    2.2290    -1.16%    -0.0200
984    易方达安心回报B类    110028    1.6970    2.2020    -1.16%    -0.0200
985    易方达策略成长二号    112002    2.0930    3.7230    -3.99%    -0.0870
986    易方达策略成长    110002    5.1300    6.5780    -3.50%    -0.1860
987    易方达创新驱动灵活    000603    1.3330    1.3330    -3.62%    -0.0500
988    易方达创业板ETF联接    110026    2.8228    2.8228    -3.72%    -0.1091
989    易方达纯债A类    110037    1.1220    1.1680    0.00%    0.0000
990    易方达纯债C类    110038    1.1130    1.1560    0.00%    0.0000
991    易方达恒生H股ETF联接美现钞    110033    0.1893    0.1893    -1.20%    -0.0023
992    易方达恒生H股ETF联接美现汇    110032    0.1893    0.1893    -1.20%    -0.0023
993    易方达恒生H股ETF联接人民币    110031    1.1582    1.1582    -1.14%    -0.0133
994    易方达沪深300    110020    1.2926    1.2926    -3.17%    -0.0423
995    易方达积极成长    110005    1.0111    4.8262    -5.80%    -0.0622
996    易方达价值成长    110010    2.1229    2.2159    -3.70%    -0.0816
997    易方达价值精选    110009    1.6416    3.0286    -5.50%    -0.0955
998    易方达科汇灵活    110012    1.9780    6.2300    -3.79%    -0.0780
999    易方达科翔股票    110013    2.4070    7.0690    -6.56%    -0.1690
1000    易方达科讯股票    110029    1.7621    7.2074    -4.33%    -0.0797
1001    易方达量化衍伸    110030    2.0139    2.0139    -3.41%    -0.0711
1002    易方达平稳增长    110001    2.3920    3.6770    -3.94%    -0.0980
1003    易方达上证中盘ETF联接    110021    1.5127    1.5127    -5.61%    -0.0899
1004    易方达深证100ETF联接    110019    1.1898    1.1898    -3.71%    -0.0458
1005    易方达双债增强A    110035    1.1640    1.3140    0.00%    0.0000
1006    易方达双债增强C    110036    1.1450    1.2950    0.09%    0.0010
1007    易方达稳健收益A    110007    1.3925    1.8161    -0.29%    -0.0040
1008    易方达稳健收益B    110008    1.3958    1.8454    -0.29%    -0.0040
1009    易方达消费行业    110022    1.3820    1.3820    -4.56%    -0.0660
1010    易方达新兴成长灵活    000404    2.7310    2.7310    -3.91%    -0.1110
1011    易方达信用债A类    000032    1.1080    1.1080    0.00%    0.0000
1012    易方达信用债C类    000033    1.0970    1.0970    0.09%    0.0010
1013    易方达行业领先企业    110015    2.2170    2.3330    -5.22%    -0.1220
1014    易方达医疗保健行业    110023    1.9460    1.9460    -4.42%    -0.0900
1015    易方达永旭添利定期开放    161117    1.0800    1.2540    0.09%    0.0010
1016    易方达裕丰回报    000171    1.3570    1.3570    -0.80%    -0.0110
1017    易方达裕惠回报    000436    1.4150    1.4150    -0.28%    -0.0040
1018    易方达增强回报A    110017    1.3950    1.8300    -0.85%    -0.0120
1019    易方达增强回报B    110018    1.3800    1.7850    -0.86%    -0.0120
1020    易方达中小板分级    161118    0.8040    1.8786    -2.49%    -0.0205
1021    易方达中小盘股票    110011    2.7214    2.7614    -4.06%    -0.1152
1022    易方达中债新综合发起式A类(LOF)    161119    1.1173    1.1173    0.05%    0.0006
1023    易方达中债新综合发起式C类(LOF)    161120    1.1109    1.1109    0.05%    0.0005
1024    易方达资源行业    110025    0.9430    0.9430    -4.55%    -0.0450
1025    益民创新优势基金    560003    1.2037    1.2237    -7.49%    -0.0975
1026    益民多利债券基金    560005    0.9291    1.0501    -2.01%    -0.0191
1027    益民服务领先灵活    000410    2.2490    2.2490    -0.75%    -0.0170
1028    益民核心增长混合    560006    1.5950    1.5950    -5.57%    -0.0940
1029    益民红利成长混合    560002    0.5556    1.5856    -5.61%    -0.0330
1030    银河保本混合基金    519676    1.4490    1.4490    -1.09%    -0.0160
1031    银河创新成长股票    519674    2.3707    2.3707    -5.31%    -0.1330
1032    银河定投宝中证腾安价值100    519677    1.8500    1.8500    -5.85%    -0.1150
1033    银河沪深300价值    519671    1.3350    1.3350    -2.05%    -0.0280
1034    银河竞争优势成长    519668    1.8166    2.9344    -5.53%    -0.1063
1035    银河康乐股票基金    519673    1.5360    1.5360    -6.57%    -0.1080
1036    银河蓝筹精选股票    519672    1.8160    1.8160    -5.02%    -0.0960
1037    银河灵活配置A类    519656    2.0100    2.0100    -6.47%    -0.1390
1038    银河灵活配置C类    519657    2.0030    2.0030    -6.49%    -0.1390
1039    银河领先债券基金    519669    1.1540    1.2240    -0.09%    -0.0010
1040    银河美丽优萃A    519664    1.7330    1.7330    -6.43%    -0.1190
1041    银河美丽优萃C    519665    1.7040    1.7040    -6.43%    -0.1170
1042    银河润利保本混合    519675    1.2880    1.2880    -2.05%    -0.0270
1043    银河通利分级A    161505    1.2940    1.3640    -1.22%    -0.0160
1044    银河消费驱动股票    519678    1.8890    1.8890    -7.49%    -0.1530
1045    银河行业优选股票    519670    2.7530    3.4080    -6.68%    -0.1970
1046    银河银联收益债券    151002    1.2847    2.8747    -0.25%    -0.0032
1047    银河银联稳健基金    151001    1.7690    4.2861    -4.90%    -0.0912
1048    银河银泰分红基金    150103    1.4707    4.3307    -5.89%    -0.0920
1049    银河银信添利A    519667    1.0860    1.5230    -0.23%    -0.0025
1050    银河银信添利B    519666    1.0836    1.4916    -0.23%    -0.0025
1051    银河增利型发起式A类    519660    1.4200    1.4200    -0.91%    -0.0130
1052    银河增利型发起式C类    519661    1.4140    1.4140    -0.91%    -0.0130
1053    银华保本增值基金    180002    1.1411    1.2124    -0.74%    -0.0085
1054    银华成长股绩30/70    000062    1.3690    1.3690    -1.93%    -0.0270
1055    银华成长先锋混合    180020    1.4480    1.4730    -5.36%    -0.0820
1056    银华-道琼斯88精选    180003    1.0712    2.8712    -1.40%    -0.0152
1057    银华富裕主题股票    180012    1.7098    2.6628    -4.82%    -0.0866
1058    银华高端制造业灵活    000823    1.3190    1.3190    -6.12%    -0.0860
1059    银华和谐主题灵活    180018    2.1950    2.2750    -6.08%    -0.1420
1060    银华核心价值优选    519001    2.3270    7.7422    -6.40%    -0.1591
1061    银华领先策略股票    180013    1.9726    2.6426    -6.15%    -0.1293
1062    银华内需精选股票    161810    1.5420    1.4660    -6.15%    -0.1010
1063    银华深证100分级    161812    1.1500    1.2890    -3.52%    -0.0420
1064    银华消费主题分级    161818    1.7570    1.8040    -5.49%    -0.1020
1065    银华信用双利A级    180025    1.2500    1.3700    -0.40%    -0.0050
1066    银华信用双利C级    180026    1.2270    1.3470    -0.41%    -0.0050
1067    银华永泰积极A级    180029    1.2950    1.2950    -0.69%    -0.0090
1068    银华永泰积极C级    180030    1.2590    1.2590    -0.71%    -0.0090
1069    银华永祥保本混合    180028    1.3580    1.5670    -2.87%    -0.0400
1070    银华优势企业基金    180001    1.6374    3.3945    -4.35%    -0.0745
1071    银华优质增长股票    180010    2.2166    4.1352    -4.76%    -0.1108
1072    银华增强收益债券    180015    1.2710    1.5570    -0.78%    -0.0100
1073    银华中小盘精选    180031    2.7690    2.8490    -6.14%    -0.1810
1074    银华中证90分级之基础份额    161816    0.7780    1.2890    -1.87%    -0.0150
1075    英大纯债债券A    650001    1.1559    1.1559    0.03%    0.0004
1076    英大纯债债券C    650002    1.1446    1.1446    0.04%    0.0004
1077    英大领先回报混合    000458    0.8728    1.5328    -6.54%    -0.0611
1078    招商丰利灵活配置    000679    1.1430    1.1430    -0.09%    -0.0010
1079    招商丰盛稳定灵活    000530    1.1610    1.1610    -0.17%    -0.0020
1080    浙商沪深300分级    166802    1.4170    1.4980    -3.34%    -0.0490
1081    浙商聚潮产业成长    688888    1.3620    1.3620    -4.15%    -0.0590
1082    浙商聚盈信用债A类    686868    1.1720    1.1720    -1.26%    -0.0150
1083    浙商聚盈信用债C类    686869    1.1590    1.1590    -1.28%    -0.0150
1084    浙商新思维混合    166801    2.1400    2.1400    -4.51%    -0.1010
1085    中海安鑫保本混合    000166    1.3810    1.3810    -0.65%    -0.0090
1086    中海保本混合基金    393001    1.3410    1.4060    -2.12%    -0.0290
1087    中海分红增利混合    398011    0.9704    2.3704    -6.76%    -0.0704
1088    中海环保新能源主题    398051    1.2020    1.2020    -5.65%    -0.0720
1089    中海积极收益灵活    000597    1.0990    1.0990    0.00%    0.0000
1090    中海可转换A    000003    1.0400    1.2500    -6.47%    -0.0720
1091    中海可转换C    000004    1.0480    1.2580    -6.51%    -0.0730
1092    中海蓝筹灵活配置    398031    1.4810    2.1460    -5.69%    -0.0894
1093    中海量化策略股票    398041    0.8720    1.4090    -6.14%    -0.0570
1094    中海能源策略混合    398021    0.8701    1.1801    -5.88%    -0.0544
1095    中海上证380    399011    1.5720    1.9820    -4.96%    -0.0820
1096    中海上证50型    399001    1.1120    1.1120    -0.89%    -0.0100
1097    中海稳健收益债券    395001    1.2330    1.5730    -0.64%    -0.0080
1098    中海消费主题精选    398061    2.3890    2.5990    -7.90%    -0.2050
1099    中海优质成长基金    398001    0.7931    3.7328    -6.34%    -0.0537
1100    中海增强收益A级    395011    1.2380    1.2780    -0.72%    -0.0090
1101    中海增强收益C级    395012    1.2160    1.2560    -0.73%    -0.0090
1102    中欧成长优选回报灵活    166020    1.2000    1.2500    -0.08%    -0.0010
1103    中欧沪深300型    166007    1.4169    1.4619    -3.41%    -0.0500
1104    中欧价值发现股票    166005    2.1500    2.1500    -2.93%    -0.0650
1105    中欧价值智选回报    166019    2.0410    2.0410    -5.99%    -0.1300
1106    中欧盛世成长分级    166011    1.1550    2.3840    -6.78%    -0.0840
1107    中欧稳健收益A类    166003    1.0366    1.3221    0.01%    0.0001
1108    中欧稳健收益C类    166004    1.0397    1.2927    0.01%    0.0001
1109    中欧新动力股票    166009    2.2521    2.2521    -5.21%    -0.1237
1110    中欧新蓝筹灵活    166002    1.6173    2.3273    -5.04%    -0.0858
